GROUP_ID,PAPER_RECORD_ID,PAPER_ID,PAPER_ID_STATUS,CV_GROUP_V4,CV_GROUP_V4_BASIS,DATABASE,CITATION,SAMPLE NAME,LABEL,SET,PAPER_YEAR,PAPER_FIRST_AUTHOR,PAPER_MATCH_KEY,PAPER_DOI
PETDB|https://www.earthchem.org/petdb/sample/50f09698c0bb749bdebded62c26516ac,PETDB|CITATION_SHA1|0cc3823141522d67,PAPER|PETDB|CITATION_SHA1|0cc3823141522d67,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|0cc3823141522d67,PAPER_ID,PetDB,"Le Roex, A. P. (1998). SUBMITTED DATA SET: MAJOR AND TRACE ELEMENT AND MINERAL COMPOSITIONS OF BASALTS FROM THE AGULHAS 32 CRUISE, SOUTHERN MID-ATLANTIC RIDGE. ",32-4-60,MORB,TRAIN,1998,LEROEX,LEROEX|1998,
PETDB|https://www.earthchem.org/petdb/sample/50fdf9e2ef71359feedcbc15afb70d74,PETDB|CITATION_SHA1|e737129319643feb,PAPER|PETDB|CITATION_SHA1|e737129319643feb,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|e737129319643feb,PAPER_ID,PetDB,"Fisher, R. L., Natland, J. H., ... Le Roex, A. P. (1992). SOUTHWESTERN LIMITS OF INDIAN OCEAN RIDGE MANTLE AND THE ORIGIN OF LOW 206PB/204PB MID-OCEAN RIDGE BASALT: ISOTOPE SYSTEMATICS OF THE CENTRAL SOUTHWEST INDIAN RIDGE (17 DEGREE -50 DEGREE E). J GEOPHYS RES, 97, 19771-19790.",P9-1 GL,MORB,TEST,1992,FISHER,FISHER|1992,
PETDB|https://www.earthchem.org/petdb/sample/5103dc11e9d8ccf5c2c0dd2a6254a7a4,PETDB|CITATION_SHA1|12e812e901ac6468,PAPER|PETDB|CITATION_SHA1|12e812e901ac6468,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|12e812e901ac6468,PAPER_ID,PetDB,"Pollock, M. A., Klein, E. M., ... Coleman, D. S. (2009). COMPOSITIONS OF DIKES AND LAVAS FROM THE PITO DEEP RIFT:  IMPLICATIONS FOR CRUSTAL ACCRETION AT SUPERFAST SPREADING CENTERS. J GEOPHYS RES, 114(B03207)",4076-1854,MORB,TRAIN,2009,POLLOCK,POLLOCK|2009,
PETDB|https://www.earthchem.org/petdb/sample/51044b293cbdddd9453fa16ae61c2fab,PETDB|CITATION_SHA1|708838bdbdbaba07,PAPER|PETDB|CITATION_SHA1|708838bdbdbaba07,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|708838bdbdbaba07,PAPER_ID,PetDB,"Wang, J., Zhou, H., ... Wang, C. (2020). TRACE ELEMENT AND ISOTOPIC EVIDENCE FOR RECYCLED LITHOSPHERE FROM BASALTS FROM 48 TO 53°E, SOUTHWEST INDIAN RIDGE. JOURNAL OF PETROLOGY, 61(10), null.",34-IV-TVG04-2,MORB,TEST,2020,WANG,WANG|2020,
PETDB|https://www.earthchem.org/petdb/sample/5105a11a2ab1ae9d7515e9ba9178d15e,PETDB|CITATION_SHA1|6ab3668755a8823e,PAPER|PETDB|CITATION_SHA1|6ab3668755a8823e,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|6ab3668755a8823e,PAPER_ID,PetDB,"Hays, E. E., Nicholls, G. D., ... Nalwalk, A. J. (1964). THE NATURE AND COMPOSITION OF ROCK SAMPLES DREDGED FROM THE MID-ATLANTIC RIDGE BETWEEN 22 DEGREE N AND 52 DEGREE N. MARINE GEOLOGY, 1, 333-343.",CHAIN13 D40C,MORB,TRAIN,1964,HAYS,HAYS|1964,
PETDB|https://www.earthchem.org/petdb/sample/51273319430421775fa33a678a0d038f,PETDB|CITATION_SHA1|9f9fcb0b979bbec7,PAPER|PETDB|CITATION_SHA1|9f9fcb0b979bbec7,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|9f9fcb0b979bbec7,PAPER_ID,PetDB,"Humphris, S. E., Thompson, G., ... Bryan, W. B. (1989). AXIAL VOLCANISM ON THE EAST PACIFIC RISE, 10-12 DEGREE N. GEOL SOC LONDON SPEC PUB, 42, 181-200.",63-3,MORB,TRAIN,1989,HUMPHRIS,HUMPHRIS|1989,
PETDB|https://www.earthchem.org/petdb/sample/5127a926ccdb6ec533a654008339c1dd,PETDB|CITATION_SHA1|cfd5019498a89bf8,PAPER|PETDB|CITATION_SHA1|cfd5019498a89bf8,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|cfd5019498a89bf8,PAPER_ID,PetDB,"Eissen, J. P. (1982). PETROLOGIE COMPAREE DE BASALTES DE DIFFERENTS SEGMENTS DE ZONES D'ACCRETION OCEANIQUE Ë TAUX D'ACCRETION VARIES (MER ROUGE, ATLANTIQUE, PACIFIQUE). THESIS OR DISSERTATION, DOCTORAL, UNIV STRASBOURG; MONOGRAPHIC",CH98 13 201,MORB,TRAIN,1982,EISSEN,EISSEN|1982,
PETDB|https://www.earthchem.org/petdb/sample/51289a8ce3d4960b7c1e94501357d810,PETDB|CITATION_SHA1|34bbb3b6f8a8e2e1,PAPER|PETDB|CITATION_SHA1|34bbb3b6f8a8e2e1,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|34bbb3b6f8a8e2e1,PAPER_ID,PetDB,"Humler, E., Al'mukhamedov, A., ... Juteau, T. (1989). PETROLOGY AND GEOCHEMISTRY OF BASALTS FROM THE RED SEA AXIAL RIFT AT 18 DEGREE N. J PETROL, 30, 791-839.",62-4,MORB,TRAIN,1989,HUMLER,HUMLER|1989,
PETDB|https://www.earthchem.org/petdb/sample/513238e175636bcea306e5ef8899bdd7,PETDB|CITATION_SHA1|6015025bfac1b580,PAPER|PETDB|CITATION_SHA1|6015025bfac1b580,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|6015025bfac1b580,PAPER_ID,PetDB,"Schneider, V. W., Wachendorf, H. (1973). VULKANISMUS UND GRABENBILDUNG IM ROTEN MEER. INT J EARTH SCI (GEOL RUNDSCH), 62, 754-773.",V-53,MORB,TRAIN,1973,SCHNEIDER,SCHNEIDER|1973,
PETDB|https://www.earthchem.org/petdb/sample/513df9519fee8d63fbd3ea898468e57b,PETDB|CITATION_SHA1|0d4ac449f0c7c1ee,PAPER|PETDB|CITATION_SHA1|0d4ac449f0c7c1ee,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|0d4ac449f0c7c1ee,PAPER_ID,PetDB,"Shido, F., Ewing, M., ... Miyashiro, A. (1974). COMPOSITIONAL VARIATION IN PILLOW LAVAS FROM THE MID-ATLANTIC RIDGE. MARINE GEOLOGY, 16, 177-190.",V25-RD3-T1-B,MORB,TEST,1974,SHIDO,SHIDO|1974,
PETDB|https://www.earthchem.org/petdb/sample/514a3b456e0210d56318d57ebae8eb66,PETDB|CITATION_SHA1|0cc3823141522d67,PAPER|PETDB|CITATION_SHA1|0cc3823141522d67,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|0cc3823141522d67,PAPER_ID,PetDB,"Le Roex, A. P. (1998). SUBMITTED DATA SET: MAJOR AND TRACE ELEMENT AND MINERAL COMPOSITIONS OF BASALTS FROM THE AGULHAS 32 CRUISE, SOUTHERN MID-ATLANTIC RIDGE. ",32-10-3,MORB,TRAIN,1998,LEROEX,LEROEX|1998,
PETDB|https://www.earthchem.org/petdb/sample/515b37a5bb29c8ea5c7d919139b22971,PETDB|CITATION_SHA1|91d2907d95100b75,PAPER|PETDB|CITATION_SHA1|91d2907d95100b75,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|91d2907d95100b75,PAPER_ID,PetDB,"Allan, J. F., Michael, P. J., ... Chase, R. L. (1989). PETROLOGIC AND GEOLOGIC VARIATIONS ALONG THE SOUTHERN EXPLORER RIDGE, NORTHEAST PACIFIC OCEAN. J GEOPHYS RES, 94, 13895-13918.",EN85 D5-18,MORB,TRAIN,1989,ALLAN,ALLAN|1989,
PETDB|https://www.earthchem.org/petdb/sample/516561ecb4b9accfb3e240247b7715ac,PETDB|CITATION_SHA1|b62dd712230f5755,PAPER|PETDB|CITATION_SHA1|b62dd712230f5755,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|b62dd712230f5755,PAPER_ID,PetDB,"Ludden, J. N., Bryan, W. B., ... Thompson, G. (1981). COMPOSITIONAL VARIATION IN NORMAL MORB FROM 22 DEGREE -25 DEGREE N: MID-ATLANTIC RIDGE AND KANE FRACTURE ZONE. J GEOPHYS RES, 86, 11815-11836.",GS104-2-1,MORB,TRAIN,1981,LUDDEN,LUDDEN|1981,
PETDB|https://www.earthchem.org/petdb/sample/516d559eeb21ee24ae1251b19f639504,PETDB|CITATION_SHA1|811383117f74ccba,PAPER|PETDB|CITATION_SHA1|811383117f74ccba,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|811383117f74ccba,PAPER_ID,PetDB,"Davis, A. S., Clague, D. A., ... Keaten, R. (2008). GEOCHEMISTRY OF BASALT FROM THE NORTH GORDA SEGMENT OF THE GORDA RIDGE:  EVOLUTION TOWARD ULTRASLOW SPREADING RIDGE LAVAS DUE TO DECREASING MAGMA SUPPLY. GEOCHEM GEOPHYS GEOSYST, 9(4)",T456-R9,MORB,TRAIN,2008,DAVIS,DAVIS|2008,
PETDB|https://www.earthchem.org/petdb/sample/5171b997eb652286ff6238ec1aa2990f,PETDB|CITATION_SHA1|2fac4cd36e77269e,PAPER|PETDB|CITATION_SHA1|2fac4cd36e77269e,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|2fac4cd36e77269e,PAPER_ID,PetDB,"Janney, P. E., Le Roex, A. P., ... Carlson, R. L. (2005). HAFNIUM ISOTOPE AND TRACE ELEMENT CONSTRAINTS ON THE NATURE OF MANTLE HETEROGENEITY BENEATH THE CENTRAL SOUTHWEST INDIAN RIDGE. J PETROL, 46(12), 2427-2464.",P28-9,MORB,TRAIN,2005,JANNEY,JANNEY|2005,
PETDB|https://www.earthchem.org/petdb/sample/517d1397fdcc45a5228ced936d17f231,PETDB|CITATION_SHA1|7e5a4bf3f75c25bf,PAPER|MERGED|1199d05be01346da,AUTO_CONFIRMED_CROSS_DATABASE,PAPER|MERGED|1199d05be01346da,PAPER_ID,PetDB,"Harpp, K. S., Weis, D. (2020). INSIGHTS INTO THE ORIGINS AND COMPOSITIONS OF MANTLE PLUMES: A COMPARISON OF GALÁPAGOS AND HAWAI'I. GEOCHEMISTRY, GEOPHYSICS, GEOSYSTEMS, 21(9), null.",SCL16-019,MORB,TRAIN,2020,HARPP,HARPP|2020,
PETDB|https://www.earthchem.org/petdb/sample/517deb95930aef3db3285595a5a9cabc,PETDB|CITATION_SHA1|434f93331eda8d68,PAPER|PETDB|CITATION_SHA1|434f93331eda8d68,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|434f93331eda8d68,PAPER_ID,PetDB,"Ray, D., Misra, S., ... Banerjee, R. (2013). GEOCHEMICAL VARIABILITY OF MORBS ALONG SLOW TO INTERMEDIATE SPREADING CARLSBERG-CENTRAL INDIAN RIDGE, INDIAN OCEAN. J ASIAN EARTH SCI, 70-71, 125-141.",DR-2C,MORB,TEST,2013,RAY,RAY|2013,
PETDB|https://www.earthchem.org/petdb/sample/518a0d4fdd28c9875618b3d7833831e2,PETDB|CITATION_SHA1|41eb0e8d2e90a994,PAPER|PETDB|CITATION_SHA1|41eb0e8d2e90a994,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|41eb0e8d2e90a994,PAPER_ID,PetDB,"Humphris, S. E., Thompson, G., ... Bryan, W. B. (1990). MORPHOLOGY, GEOCHEMISTRY, AND EVOLUTION OF SEROCKI VOLCANO. PROC ODP, SCI RESULTS, 106/109, 67-84.",1690-17,MORB,TEST,1990,HUMPHRIS,HUMPHRIS|1990,
PETDB|https://www.earthchem.org/petdb/sample/518f193f38ed0a4ee390de6a280c3662,PETDB|CITATION_SHA1|708838bdbdbaba07,PAPER|PETDB|CITATION_SHA1|708838bdbdbaba07,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|708838bdbdbaba07,PAPER_ID,PetDB,"Wang, J., Zhou, H., ... Wang, C. (2020). TRACE ELEMENT AND ISOTOPIC EVIDENCE FOR RECYCLED LITHOSPHERE FROM BASALTS FROM 48 TO 53°E, SOUTHWEST INDIAN RIDGE. JOURNAL OF PETROLOGY, 61(10), null.",34-II-TVG01-3,MORB,TEST,2020,WANG,WANG|2020,
PETDB|https://www.earthchem.org/petdb/sample/518f6fc78175d18f8c6e1da9e20e597c,PETDB|CITATION_SHA1|79e4b6878753b5a2,PAPER|PETDB|CITATION_SHA1|79e4b6878753b5a2,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|79e4b6878753b5a2,PAPER_ID,PetDB,"Neo, N., Yamazaki, S., ... Miyashita, S. (2009). DATA REPORT: BULK ROCK COMPOSITIONS OF SAMPLES FROM THE IODP EXPEDITION 309/312 SAMPLE POOL, ODP HOLE 1256D. PROC IODP, 309/312","309-1256D-144R-2, 39-56",MORB,TRAIN,2009,NEO,NEO|2009,
PETDB|https://www.earthchem.org/petdb/sample/51a3f1d4522af45e0e2b5f3d86f8e1c2,PETDB|CITATION_SHA1|5cd24a591a90e414,PAPER|PETDB|CITATION_SHA1|5cd24a591a90e414,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|5cd24a591a90e414,PAPER_ID,PetDB,"Thirlwall, M. F., Murton, B. J., ... Taylor, R. N. (2002). PLUME-RIDGE INTERACTION: A GEOCHEMICAL PERSPECTIVE FROM THE REYKJANES RIDGE. J PETROL, 43, 1987-2012.",17D1,MORB,TRAIN,2002,THIRLWALL,THIRLWALL|2002,
PETDB|https://www.earthchem.org/petdb/sample/51aa0a41c57f3f62f43ff245a59ebe59,PETDB|CITATION_SHA1|9997cab57a0b1ca3,PAPER|PETDB|CITATION_SHA1|9997cab57a0b1ca3,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|9997cab57a0b1ca3,PAPER_ID,PetDB,"Saunders, A. D. (1983). GEOCHEMISTRY OF BASALTS RECOVERED FROM THE GULF OF CALIFORNIA DURING LEG 65 OF THE DEEP SEA DRILLING PROJECT. INIT REP DSDP, 65, 591-621.","65485A 12 1,122",MORB,TRAIN,1983,SAUNDERS,SAUNDERS|1983,
PETDB|https://www.earthchem.org/petdb/sample/51b4b5e9961ffa47b151e3ef4269b8d9,PETDB|CITATION_SHA1|8492ccc571c67998,PAPER|PETDB|CITATION_SHA1|8492ccc571c67998,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|8492ccc571c67998,PAPER_ID,PetDB,"Rehkaemper, M., Halliday, A. N., ... Arndt, N. (1999). Ir, Ru, Pt, AND Pb IN BASALTS AND KOMATIITES: NEW CONSTRAINTS FOR THE GEOCHEMICAL BEHAVIOR OF THE PLATINUM-GROUP ELEMENTS IN THE MANTLE. GEOCHIM COSMOCHIM ACTA, 63, 3915-3934.",87MW12 87-6,MORB,TRAIN,1999,REHKAEMPER,REHKAEMPER|1999,
PETDB|https://www.earthchem.org/petdb/sample/51ba12d6532cbd6a2a40d6371e39a4cf,PETDB|CITATION_SHA1|c016f6e3ab0e3bd5,PAPER|PETDB|CITATION_SHA1|c016f6e3ab0e3bd5,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|c016f6e3ab0e3bd5,PAPER_ID,PetDB,"Liias, R. A. (1986). GEOCHEMISTRY AND PETROGENESIS OF BASALTS ERUPTED ALONG THE JUAN DE FUCA RIDGE. THESIS OR DISSERTATION, DOCTORAL, UNIV MASS, AMHERST; MONOGRAPHIC",TT152 31-118,MORB,TRAIN,1986,LIIAS,LIIAS|1986,
PETDB|https://www.earthchem.org/petdb/sample/51bc6b9193a6829af6044cdfa8c1a69d,PETDB|CITATION_SHA1|7c08f63d1fa8c180,PAPER|PETDB|CITATION_SHA1|7c08f63d1fa8c180,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|7c08f63d1fa8c180,PAPER_ID,PetDB,"Humphris, S. E., Gibson, I. L., ... Thompson, R. N. (1980). COMPARISON OF GEOCHEMISTRY OF BASALTS FROM THE EAST PACIFIC RISE, OCP RIDGE, AND SIQUEIROS FRACTURE ZONE, DEEP SEA DRILLING PROJECT LEG 54. INIT REP DSDP, 54, 635-649.","421-3-1,14",MORB,TEST,1980,HUMPHRIS,HUMPHRIS|1980,
PETDB|https://www.earthchem.org/petdb/sample/51bd987933e42dce992d450b858b277a,PETDB|CITATION_SHA1|53aedca48d47e122,PAPER|MERGED|18362b995fd99ed2,AUTO_CONFIRMED_CROSS_DATABASE,PAPER|MERGED|18362b995fd99ed2,PAPER_ID,PetDB,"Madureira, P., Moreira, M., ... Pinto De Abreu, M. (2014). HELIUM ISOTOPE SYSTEMATICS IN THE VINCINITY OF THE AZORES TRIPLE JUNCTION: CONTRAINTS ON THE AZORES GEODYNAMICS. CHEMICAL GEOLOGY, 372, 62-71.",PMT-414,MORB,TRAIN,2014,MADUREIRA,MADUREIRA|2014,
PETDB|https://www.earthchem.org/petdb/sample/51c902f554a3229bb76f7da62aceaa50,PETDB|CITATION_SHA1|79e4b6878753b5a2,PAPER|PETDB|CITATION_SHA1|79e4b6878753b5a2,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|79e4b6878753b5a2,PAPER_ID,PetDB,"Neo, N., Yamazaki, S., ... Miyashita, S. (2009). DATA REPORT: BULK ROCK COMPOSITIONS OF SAMPLES FROM THE IODP EXPEDITION 309/312 SAMPLE POOL, ODP HOLE 1256D. PROC IODP, 309/312","312-1256D-205R-1, 0-4",MORB,TRAIN,2009,NEO,NEO|2009,
PETDB|https://www.earthchem.org/petdb/sample/51d7eab534fbc97552ecb39280168cc5,PETDB|CITATION_SHA1|41eb0e8d2e90a994,PAPER|PETDB|CITATION_SHA1|41eb0e8d2e90a994,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|41eb0e8d2e90a994,PAPER_ID,PetDB,"Humphris, S. E., Thompson, G., ... Bryan, W. B. (1990). MORPHOLOGY, GEOCHEMISTRY, AND EVOLUTION OF SEROCKI VOLCANO. PROC ODP, SCI RESULTS, 106/109, 67-84.",1690-18,MORB,TEST,1990,HUMPHRIS,HUMPHRIS|1990,
PETDB|https://www.earthchem.org/petdb/sample/51e26b3b627b4187657d5f7ec4030caf,PETDB|CITATION_SHA1|40a7f8d4b29ae4c9,PAPER|PETDB|CITATION_SHA1|40a7f8d4b29ae4c9,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|40a7f8d4b29ae4c9,PAPER_ID,PetDB,"Styles, P., Bloxam, T. W., ... O'reilly, W. (1993). A DETAILED GEOCHEMICAL AND ROCK MAGNETIC STUDY OF DREDGED BASALT FROM THE SHEBA RIDGE, GULF OF ADEN. MARINE GEOPHYS RES, 15, 101-119.",RS6,MORB,TRAIN,1993,STYLES,STYLES|1993,
PETDB|https://www.earthchem.org/petdb/sample/520459b68400aac061b3ed4baaf1bf97,PETDB|CITATION_SHA1|5cd24a591a90e414,PAPER|PETDB|CITATION_SHA1|5cd24a591a90e414,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|5cd24a591a90e414,PAPER_ID,PetDB,"Thirlwall, M. F., Murton, B. J., ... Taylor, R. N. (2002). PLUME-RIDGE INTERACTION: A GEOCHEMICAL PERSPECTIVE FROM THE REYKJANES RIDGE. J PETROL, 43, 1987-2012.",127D4,MORB,TRAIN,2002,THIRLWALL,THIRLWALL|2002,
PETDB|https://www.earthchem.org/petdb/sample/52055ec0730f3f6c0b98b8b32969a19a,PETDB|CITATION_SHA1|79e4b6878753b5a2,PAPER|PETDB|CITATION_SHA1|79e4b6878753b5a2,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|79e4b6878753b5a2,PAPER_ID,PetDB,"Neo, N., Yamazaki, S., ... Miyashita, S. (2009). DATA REPORT: BULK ROCK COMPOSITIONS OF SAMPLES FROM THE IODP EXPEDITION 309/312 SAMPLE POOL, ODP HOLE 1256D. PROC IODP, 309/312","309-1256D-159R-1, 98-110",MORB,TRAIN,2009,NEO,NEO|2009,
PETDB|https://www.earthchem.org/petdb/sample/521b22ccf4202188ecb6d14bed50a915,PETDB|CITATION_SHA1|190fdef2a8b5c255,PAPER|PETDB|CITATION_SHA1|190fdef2a8b5c255,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|190fdef2a8b5c255,PAPER_ID,PetDB,"Karsten, J. L. (1988). SPATIAL AND TEMPORAL VARIATIONS IN THE PETROLOGY, MORPHOLOGY AND TECTONICS OF A MIGRATING SPREADING CENTER: THE ENDEAVOR SEGMENT, JUAN DE FUCA RIDGE. THESIS OR DISSERTATION, DOCTORAL, UNIV WASH; MONOGRAPHIC",175-28-19,MORB,TRAIN,1988,KARSTEN,KARSTEN|1988,
PETDB|https://www.earthchem.org/petdb/sample/521dd92415376aeb800af2c93bd86e05,PETDB|CITATION_SHA1|434f93331eda8d68,PAPER|PETDB|CITATION_SHA1|434f93331eda8d68,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|434f93331eda8d68,PAPER_ID,PetDB,"Ray, D., Misra, S., ... Banerjee, R. (2013). GEOCHEMICAL VARIABILITY OF MORBS ALONG SLOW TO INTERMEDIATE SPREADING CARLSBERG-CENTRAL INDIAN RIDGE, INDIAN OCEAN. J ASIAN EARTH SCI, 70-71, 125-141.",DR-1A,MORB,TEST,2013,RAY,RAY|2013,
PETDB|https://www.earthchem.org/petdb/sample/522d4d133937ce9485e174e1ff665f8a,PETDB|CITATION_SHA1|6015025bfac1b580,PAPER|PETDB|CITATION_SHA1|6015025bfac1b580,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|6015025bfac1b580,PAPER_ID,PetDB,"Schneider, V. W., Wachendorf, H. (1973). VULKANISMUS UND GRABENBILDUNG IM ROTEN MEER. INT J EARTH SCI (GEOL RUNDSCH), 62, 754-773.",VS-1,MORB,TRAIN,1973,SCHNEIDER,SCHNEIDER|1973,
PETDB|https://www.earthchem.org/petdb/sample/5236d2d466e7a1d9785a33e298a58c3c,PETDB|CITATION_SHA1|0cc3823141522d67,PAPER|PETDB|CITATION_SHA1|0cc3823141522d67,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|0cc3823141522d67,PAPER_ID,PetDB,"Le Roex, A. P. (1998). SUBMITTED DATA SET: MAJOR AND TRACE ELEMENT AND MINERAL COMPOSITIONS OF BASALTS FROM THE AGULHAS 32 CRUISE, SOUTHERN MID-ATLANTIC RIDGE. ",32-4-21,MORB,TRAIN,1998,LEROEX,LEROEX|1998,
PETDB|https://www.earthchem.org/petdb/sample/52378367f836a4b1e21cccd2fd66c243,PETDB|CITATION_SHA1|9102cce1bd72e66d,PAPER|PETDB|CITATION_SHA1|9102cce1bd72e66d,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|9102cce1bd72e66d,PAPER_ID,PetDB,"Devine, J. D., Schilling, J., ... Kingsley, R. H. (1982). GALAPAGOS HOT SPOT SPREADING CENTER SYSTEM 1. SPATIAL PETROLOGICAL AND GEOCHEMICAL VARIATIONS (83 DEGREE W-101 DEGREE W). J GEOPHYS RES, 87, 5593-5610.",ST7 7D-2,MORB,TRAIN,1982,DEVINE,DEVINE|1982,
PETDB|https://www.earthchem.org/petdb/sample/524363e8ab466e56704053a0e65071e7,PETDB|CITATION_SHA1|7f34e87734cbc7f6,PAPER|PETDB|CITATION_SHA1|7f34e87734cbc7f6,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|7f34e87734cbc7f6,PAPER_ID,PetDB,"Zhang, H., Yan, Q., ... Zhao, R. (2021). TRACING MATERIAL CONTRIBUTIONS FROM SAINT HELENA PLUME TO THE SOUTH MID-ATLANTIC RIDGE SYSTEM. EARTH AND PLANETARY SCIENCE LETTERS, 572, 117130.",S004-TVG04-1-1,MORB,TEST,2021,ZHANG,ZHANG|2021,
PETDB|https://www.earthchem.org/petdb/sample/5249380921710ee6c53cf097b66f6698,PETDB|CITATION_SHA1|eb9b9ef88961722a,PAPER|PETDB|CITATION_SHA1|eb9b9ef88961722a,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|eb9b9ef88961722a,PAPER_ID,PetDB,"Marques, A. F. A., Scott, S. D., ... Fouquet, Y. (2009). PRE-ERUPTION HISTORY OF ENRICHED MORB FROM THE MENEZ GWEN (37 deg 50' N) AND LUCKY STRIKE (37 deg 17' N) HYDROTHERMAL SYSTEMS, MID-ATLANTIC RIDGE. LITHOS, 112, 18-39.",SH1-DR1-C,MORB,TRAIN,2009,MARQUES,MARQUES|2009,
PETDB|https://www.earthchem.org/petdb/sample/526a3c835fc3a39e1369fa7446b3537f,PETDB|CITATION_SHA1|5cd24a591a90e414,PAPER|PETDB|CITATION_SHA1|5cd24a591a90e414,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|5cd24a591a90e414,PAPER_ID,PetDB,"Thirlwall, M. F., Murton, B. J., ... Taylor, R. N. (2002). PLUME-RIDGE INTERACTION: A GEOCHEMICAL PERSPECTIVE FROM THE REYKJANES RIDGE. J PETROL, 43, 1987-2012.",93D1,MORB,TRAIN,2002,THIRLWALL,THIRLWALL|2002,
PETDB|https://www.earthchem.org/petdb/sample/5276a666e0fdc644c4d51b4c70db892d,PETDB|CITATION_SHA1|91d2907d95100b75,PAPER|PETDB|CITATION_SHA1|91d2907d95100b75,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|91d2907d95100b75,PAPER_ID,PetDB,"Allan, J. F., Michael, P. J., ... Chase, R. L. (1989). PETROLOGIC AND GEOLOGIC VARIATIONS ALONG THE SOUTHERN EXPLORER RIDGE, NORTHEAST PACIFIC OCEAN. J GEOPHYS RES, 94, 13895-13918.",CASM5 D4-3,MORB,TRAIN,1989,ALLAN,ALLAN|1989,
PETDB|https://www.earthchem.org/petdb/sample/527b834d3861cac582129f0e8e8ccc71,PETDB|CITATION_SHA1|4dc15beae2c5e4f9,PAPER|PETDB|CITATION_SHA1|4dc15beae2c5e4f9,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|4dc15beae2c5e4f9,PAPER_ID,PetDB,"Gao, Y., Vils, F., ... Muehlenbachs, K. (2012). DOWNHOLE VARIATION OF LITHIUM AND OXYGEN ISOTOPIC COMPOSITIONS OF OCEANIC CRUST AT EAST PACIFIC RISE, ODP SITE 1256. GEOCHEM GEOPHYS GEOSYST, 13(10), 1-24.","309-1256D-85R-5, 0-21",MORB,TRAIN,2012,GAO,GAO|2012,
PETDB|https://www.earthchem.org/petdb/sample/528559760de976ac94d5237046a7f9fe,PETDB|CITATION_SHA1|dfeb7f7964f3b2c3,PAPER|PETDB|CITATION_SHA1|dfeb7f7964f3b2c3,SOURCE_RECORD_ONLY,PAPER|PETDB|CITATION_SHA1|dfeb7f7964f3b2c3,PAPER_ID,PetDB,"Kingsley, R. H., Schilling, J., ... Thompson, G. (1985). PETROLOGICAL AND GEOCHEMICAL VARIATIONS ALONG THE MID-ATLANTIC RIDGE BETWEEN 46 DEGREE S AND 32 DEGREE S: INFLUENCE OF THE TRISTAN DE CUNHA MANTLE PLUME. GEOCHIM COSMOCHIM ACTA, 49, 1445-1464.",18-14,MORB,TRAIN,1985,KINGSLEY,KINGSLEY|1985,
